 log g Teff  log Z Vel   g(CBBED)
 log g Teff  log Z Vel   h(CBBED)
 log g Teff  log Z Vel  xi(CBBED)
 4.50 12500. -0.3  2.0   0.0000
 5.00 12500. -0.3  2.0   0.4843
 5.00 12500. -0.3  2.0   0.4250
 5.00 12500. -0.3  2.0   0.0000
 2.50 13000. -0.3  2.0   0.5851
 2.50 13000. -0.3  2.0   0.3758
 2.50 13000. -0.3  2.0   0.0001
 3.00 13000. -0.3  2.0   0.5392
 3.00 13000. -0.3  2.0   0.3842
 3.00 13000. -0.3  2.0   0.0001
 3.50 13000. -0.3  2.0   0.5073
 3.50 13000. -0.3  2.0   0.3984
 3.50 13000. -0.3  2.0   0.0000
 4.00 13000. -0.3  2.0   0.4888
 4.00 13000. -0.3  2.0   0.4104
 4.00 13000. -0.3  2.0   0.0000
 4.50 13000. -0.3  2.0   0.4793
 4.50 13000. -0.3  2.0   0.4182
 4.50 13000. -0.3  2.0   0.0000
 5.00 13000. -0.3  2.0   0.4751
 5.00 13000. -0.3  2.0   0.4206
 5.00 13000. -0.3  2.0   0.0000
 2.00 14000. -0.3  2.0   0.6380
 2.00 14000. -0.3  2.0   0.3965
 2.00 14000. -0.3  2.0   0.0000
 2.50 14000. -0.3  2.0   0.5902
 2.50 14000. -0.3  2.0   0.3646
 2.50 14000. -0.3  2.0   0.0001
 3.00 14000. -0.3  2.0   0.5364
 3.00 14000. -0.3  2.0   0.3716
 3.00 14000. -0.3  2.0   0.0001
 3.50 14000. -0.3  2.0   0.4972
 3.50 14000. -0.3  2.0   0.3869
 3.50 14000. -0.3  2.0   0.0001
 4.00 14000. -0.3  2.0   0.4738
 4.00 14000. -0.3  2.0   0.4005
 4.00 14000. -0.3  2.0   0.0000
 4.50 14000. -0.3  2.0   0.4621
 4.50 14000. -0.3  2.0   0.4090
 4.50 14000. -0.3  2.0   0.0000
 5.00 14000. -0.3  2.0   0.4570
 5.00 14000. -0.3  2.0   0.4130
 5.00 14000. -0.3  2.0   0.0000
 2.50 15000. -0.3  2.0   0.5974
 2.50 15000. -0.3  2.0   0.3567
 2.50 15000. -0.3  2.0   0.0001
 3.00 15000. -0.3  2.0   0.5373
 3.00 15000. -0.3  2.0   0.3609
 3.00 15000. -0.3  2.0   0.0002
 3.50 15000. -0.3  2.0   0.4905
 3.50 15000. -0.3  2.0   0.3779
 3.50 15000. -0.3  2.0   0.0001
 4.00 15000. -0.3  2.0   0.4618
 4.00 15000. -0.3  2.0   0.3933
 4.00 15000. -0.3  2.0   0.0001
 4.50 15000. -0.3  2.0   0.4473
 4.50 15000. -0.3  2.0   0.4025
 4.50 15000. -0.3  2.0   0.0000
 5.00 15000. -0.3  2.0   0.4412
 5.00 15000. -0.3  2.0   0.4063
 5.00 15000. -0.3  2.0   0.0000
 2.50 16000. -0.3  2.0   0.6058
 2.50 16000. -0.3  2.0   0.3521
 2.50 16000. -0.3  2.0   0.0001
 3.00 16000. -0.3  2.0   0.5410
 3.00 16000. -0.3  2.0   0.3516
 3.00 16000. -0.3  2.0   0.0002
 3.50 16000. -0.3  2.0   0.4874
 3.50 16000. -0.3  2.0   0.3695
 3.50 16000. -0.3  2.0   0.0002
 4.00 16000. -0.3  2.0   0.4534
 4.00 16000. -0.3  2.0   0.3870
 4.00 16000. -0.3  2.0   0.0001
 4.50 16000. -0.3  2.0   0.4352
 4.50 16000. -0.3  2.0   0.3979
 4.50 16000. -0.3  2.0   0.0000
 5.00 16000. -0.3  2.0   0.4270
 5.00 16000. -0.3  2.0   0.4024
 5.00 16000. -0.3  2.0   0.0000
 2.50 17000. -0.3  2.0   0.6169
 2.50 17000. -0.3  2.0   0.3491
 2.50 17000. -0.3  2.0   0.0001
 3.00 17000. -0.3  2.0   0.5478
 3.00 17000. -0.3  2.0   0.3425
 3.00 17000. -0.3  2.0   0.0003
 3.50 17000. -0.3  2.0   0.4874
 3.50 17000. -0.3  2.0   0.3607
 3.50 17000. -0.3  2.0   0.0002
 4.00 17000. -0.3  2.0   0.4480
 4.00 17000. -0.3  2.0   0.3804
 4.00 17000. -0.3  2.0   0.0001
 4.50 17000. -0.3  2.0   0.4261
 4.50 17000. -0.3  2.0   0.3933
 4.50 17000. -0.3  2.0   0.0001
 5.00 17000. -0.3  2.0   0.4158
 5.00 17000. -0.3  2.0   0.3986
 5.00 17000. -0.3  2.0   0.0000
 2.50 18000. -0.3  2.0   0.6310
 2.50 18000. -0.3  2.0   0.3470
 2.50 18000. -0.3  2.0   0.0001
 3.00 18000. -0.3  2.0   0.5574
 3.00 18000. -0.3  2.0   0.3335
 3.00 18000. -0.3  2.0   0.0003
 3.50 18000. -0.3  2.0   0.4897
 3.50 18000. -0.3  2.0   0.3517
 3.50 18000. -0.3  2.0   0.0003
 4.00 18000. -0.3  2.0   0.4447
 4.00 18000. -0.3  2.0   0.3736
 4.00 18000. -0.3  2.0   0.0002
 4.50 18000. -0.3  2.0   0.4194
 4.50 18000. -0.3  2.0   0.3885
 4.50 18000. -0.3  2.0   0.0001
 5.00 18000. -0.3  2.0   0.4064
 5.00 18000. -0.3  2.0   0.3961
 5.00 18000. -0.3  2.0   0.0000
 2.50 19000. -0.3  2.0   0.6487
 2.50 19000. -0.3  2.0   0.3443
 2.50 19000. -0.3  2.0   0.0000
 3.00 19000. -0.3  2.0   0.5712
 3.00 19000. -0.3  2.0   0.3239
 3.00 19000. -0.3  2.0   0.0003
 3.50 19000. -0.3  2.0   0.4948
 3.50 19000. -0.3  2.0   0.3423
 3.50 19000. -0.3  2.0   0.0003
 4.00 19000. -0.3  2.0   0.4433
 4.00 19000. -0.3  2.0   0.3665
 4.00 19000. -0.3  2.0   0.0002
 4.50 19000. -0.3  2.0   0.4143
 4.50 19000. -0.3  2.0   0.3837
 4.50 19000. -0.3  2.0   0.0001
 5.00 19000. -0.3  2.0   0.3993
 5.00 19000. -0.3  2.0   0.3927
 5.00 19000. -0.3  2.0   0.0001
 3.00 20000. -0.3  2.0   0.5907
 3.00 20000. -0.3  2.0   0.3114
 3.00 20000. -0.3  2.0   0.0003
 3.50 20000. -0.3  2.0   0.5046
 3.50 20000. -0.3  2.0   0.3304
 3.50 20000. -0.3  2.0   0.0004
 4.00 20000. -0.3  2.0   0.4459
 4.00 20000. -0.3  2.0   0.3565
 4.00 20000. -0.3  2.0   0.0003
 4.50 20000. -0.3  2.0   0.4124
 4.50 20000. -0.3  2.0   0.3762
 4.50 20000. -0.3  2.0   0.0001
 5.00 20000. -0.3  2.0   0.3950
 5.00 20000. -0.3  2.0   0.3873
 5.00 20000. -0.3  2.0   0.0001
 3.00 21000. -0.3  2.0   0.6153
 3.00 21000. -0.3  2.0   0.2967
 3.00 21000. -0.3  2.0   0.0002
 3.50 21000. -0.3  2.0   0.5195
 3.50 21000. -0.3  2.0   0.3158
 3.50 21000. -0.3  2.0   0.0004
 4.00 21000. -0.3  2.0   0.4519
 4.00 21000. -0.3  2.0   0.3445
 4.00 21000. -0.3  2.0   0.0003
 4.50 21000. -0.3  2.0   0.4130
 4.50 21000. -0.3  2.0   0.3670
 4.50 21000. -0.3  2.0   0.0002
 5.00 21000. -0.3  2.0   0.3932
 5.00 21000. -0.3  2.0   0.3795
 5.00 21000. -0.3  2.0   0.0001
 3.00 22000. -0.3  2.0   0.6429
 3.00 22000. -0.3  2.0   0.2816
 3.00 22000. -0.3  2.0   0.0001
 3.50 22000. -0.3  2.0   0.5398
 3.50 22000. -0.3  2.0   0.2983
 3.50 22000. -0.3  2.0   0.0004
 4.00 22000. -0.3  2.0   0.4628
 4.00 22000. -0.3  2.0   0.3293
 4.00 22000. -0.3  2.0   0.0003
 4.50 22000. -0.3  2.0   0.4177
 4.50 22000. -0.3  2.0   0.3548
 4.50 22000. -0.3  2.0   0.0002
 5.00 22000. -0.3  2.0   0.3942
 5.00 22000. -0.3  2.0   0.3698
 5.00 22000. -0.3  2.0   0.0001
 3.00 23000. -0.3  2.0   0.6655
 3.00 23000. -0.3  2.0   0.2722
 3.00 23000. -0.3  2.0   0.0001
 3.50 23000. -0.3  2.0   0.5636
 3.50 23000. -0.3  2.0   0.2799
 3.50 23000. -0.3  2.0   0.0004
 4.00 23000. -0.3  2.0   0.4778
 4.00 23000. -0.3  2.0   0.3119
 4.00 23000. -0.3  2.0   0.0004
 4.50 23000. -0.3  2.0   0.4261
 4.50 23000. -0.3  2.0   0.3399
 4.50 23000. -0.3  2.0   0.0003
 5.00 23000. -0.3  2.0   0.3989
 5.00 23000. -0.3  2.0   0.3570
 5.00 23000. -0.3  2.0   0.0002
 3.00 24000. -0.3  2.0   0.6791
 3.00 24000. -0.3  2.0   0.2719
 3.00 24000. -0.3  2.0   0.0001
 3.50 24000. -0.3  2.0   0.5871
 3.50 24000. -0.3  2.0   0.2638
 3.50 24000. -0.3  2.0   0.0003
 4.00 24000. -0.3  2.0   0.4945
 4.00 24000. -0.3  2.0   0.2942
 4.00 24000. -0.3  2.0   0.0004
 4.50 24000. -0.3  2.0   0.4373
 4.50 24000. -0.3  2.0   0.3234
 4.50 24000. -0.3  2.0   0.0003
 5.00 24000. -0.3  2.0   0.4061
 5.00 24000. -0.3  2.0   0.3429
 5.00 24000. -0.3  2.0   0.0002
 3.00 25000. -0.3  2.0   0.6858
 3.00 25000. -0.3  2.0   0.2789
 3.00 25000. -0.3  2.0   0.0000
 3.50 25000. -0.3  2.0   0.6070
 3.50 25000. -0.3  2.0   0.2530
 3.50 25000. -0.3  2.0   0.0003
 4.00 25000. -0.3  2.0   0.5116
 4.00 25000. -0.3  2.0   0.2780
 4.00 25000. -0.3  2.0   0.0004
 4.50 25000. -0.3  2.0   0.4495
 4.50 25000. -0.3  2.0   0.3073
 4.50 25000. -0.3  2.0   0.0003
 5.00 25000. -0.3  2.0   0.4151
 5.00 25000. -0.3  2.0   0.3281
 5.00 25000. -0.3  2.0   0.0002
 3.00 26000. -0.3  2.0   0.6942
 3.00 26000. -0.3  2.0   0.2854
 3.00 26000. -0.3  2.0   0.0000
 3.50 26000. -0.3  2.0   0.6204
 3.50 26000. -0.3  2.0   0.2487
 3.50 26000. -0.3  2.0   0.0003
 4.00 26000. -0.3  2.0   0.5259
 4.00 26000. -0.3  2.0   0.2658
 4.00 26000. -0.3  2.0   0.0004
 4.50 26000. -0.3  2.0   0.4611
 4.50 26000. -0.3  2.0   0.2926
 4.50 26000. -0.3  2.0   0.0003
 5.00 26000. -0.3  2.0   0.4240
 5.00 26000. -0.3  2.0   0.3140
 5.00 26000. -0.3  2.0   0.0002
 3.50 27000. -0.3  2.0   0.6326
 3.50 27000. -0.3  2.0   0.2469
 3.50 27000. -0.3  2.0   0.0002
 4.00 27000. -0.3  2.0   0.5366
 4.00 27000. -0.3  2.0   0.2585
 4.00 27000. -0.3  2.0   0.0003
 4.50 27000. -0.3  2.0   0.4693
 4.50 27000. -0.3  2.0   0.2820
 4.50 27000. -0.3  2.0   0.0003
 5.00 27000. -0.3  2.0   0.4305
 5.00 27000. -0.3  2.0   0.3027
 5.00 27000. -0.3  2.0   0.0002
 3.50 28000. -0.3  2.0   0.6465
 3.50 28000. -0.3  2.0   0.2439
 3.50 28000. -0.3  2.0   0.0002
 4.00 28000. -0.3  2.0   0.5460
 4.00 28000. -0.3  2.0   0.2538
 4.00 28000. -0.3  2.0   0.0003
 4.50 28000. -0.3  2.0   0.4745
 4.50 28000. -0.3  2.0   0.2755
 4.50 28000. -0.3  2.0   0.0002
 5.00 28000. -0.3  2.0   0.4338
 5.00 28000. -0.3  2.0   0.2948
 5.00 28000. -0.3  2.0   0.0002
 3.50 29000. -0.3  2.0   0.6653
 3.50 29000. -0.3  2.0   0.2370
 3.50 29000. -0.3  2.0   0.0001
 4.00 29000. -0.3  2.0   0.5554
 4.00 29000. -0.3  2.0   0.2493
 4.00 29000. -0.3  2.0   0.0003
 4.50 29000. -0.3  2.0   0.4783
 4.50 29000. -0.3  2.0   0.2712
 4.50 29000. -0.3  2.0   0.0002
 5.00 29000. -0.3  2.0   0.4341
 5.00 29000. -0.3  2.0   0.2904
 5.00 29000. -0.3  2.0   0.0001
 3.50 30000. -0.3  2.0   0.6919
 3.50 30000. -0.3  2.0   0.2260
 3.50 30000. -0.3  2.0   0.0001
 4.00 30000. -0.3  2.0   0.5661
 4.00 30000. -0.3  2.0   0.2427
 4.00 30000. -0.3  2.0   0.0002
 4.50 30000. -0.3  2.0   0.4816
 4.50 30000. -0.3  2.0   0.2670
 4.50 30000. -0.3  2.0   0.0002
 5.00 30000. -0.3  2.0   0.4322
 5.00 30000. -0.3  2.0   0.2881
 5.00 30000. -0.3  2.0   0.0001
 3.50 31000. -0.3  2.0   0.7298
 3.50 31000. -0.3  2.0   0.2117
 3.50 31000. -0.3  2.0   0.0000
 4.00 31000. -0.3  2.0   0.5811
 4.00 31000. -0.3  2.0   0.2322
 4.00 31000. -0.3  2.0   0.0002
 4.50 31000. -0.3  2.0   0.4837
 4.50 31000. -0.3  2.0   0.2623
 4.50 31000. -0.3  2.0   0.0002
 5.00 31000. -0.3  2.0   0.4295
 5.00 31000. -0.3  2.0   0.2857
 5.00 31000. -0.3  2.0   0.0001
 4.00 32000. -0.3  2.0   0.6017
 4.00 32000. -0.3  2.0   0.2189
 4.00 32000. -0.3  2.0   0.0002
 4.50 32000. -0.3  2.0   0.4859
 4.50 32000. -0.3  2.0   0.2556
 4.50 32000. -0.3  2.0   0.0002
 5.00 32000. -0.3  2.0   0.4243
 5.00 32000. -0.3  2.0   0.2840
 5.00 32000. -0.3  2.0   0.0001
 4.00 33000. -0.3  2.0   0.6348
 4.00 33000. -0.3  2.0   0.2012
 4.00 33000. -0.3  2.0   0.0002
 4.50 33000. -0.3  2.0   0.4918
 4.50 33000. -0.3  2.0   0.2452
 4.50 33000. -0.3  2.0   0.0002
 5.00 33000. -0.3  2.0   0.4200
 5.00 33000. -0.3  2.0   0.2793
 5.00 33000. -0.3  2.0   0.0001
 4.00 34000. -0.3  2.0   0.6859
 4.00 34000. -0.3  2.0   0.1793
 4.00 34000. -0.3  2.0   0.0002
 4.50 34000. -0.3  2.0   0.5024
 4.50 34000. -0.3  2.0   0.2318
 4.50 34000. -0.3  2.0   0.0002
 5.00 34000. -0.3  2.0   0.4162
 5.00 34000. -0.3  2.0   0.2731
 5.00 34000. -0.3  2.0   0.0001
 4.00 35000. -0.3  2.0   0.7625
 4.00 35000. -0.3  2.0   0.1541
 4.00 35000. -0.3  2.0   0.0001
 4.50 35000. -0.3  2.0   0.5227
 4.50 35000. -0.3  2.0   0.2135
 4.50 35000. -0.3  2.0   0.0003
 5.00 35000. -0.3  2.0   0.4157
 5.00 35000. -0.3  2.0   0.2633
 5.00 35000. -0.3  2.0   0.0002
 4.50 37500. -0.3  2.0   0.6286
 4.50 37500. -0.3  2.0   0.1547
 4.50 37500. -0.3  2.0   0.0003
 5.00 37500. -0.3  2.0   0.4364
 5.00 37500. -0.3  2.0   0.2208
 5.00 37500. -0.3  2.0   0.0002
 4.50 40000. -0.3  2.0   0.7607
 4.50 40000. -0.3  2.0   0.1169
 4.50 40000. -0.3  2.0   0.0004
 5.00 40000. -0.3  2.0   0.4854
 5.00 40000. -0.3  2.0   0.1725
 5.00 40000. -0.3  2.0   0.0004
 5.00 42500. -0.3  2.0   0.5403
 5.00 42500. -0.3  2.0   0.1429
 5.00 42500. -0.3  2.0   0.0004
 5.00 45000. -0.3  2.0   0.5952
 5.00 45000. -0.3  2.0   0.1248
 5.00 45000. -0.3  2.0   0.0005
 5.00 47500. -0.3  2.0   0.6684
 5.00 47500. -0.3  2.0   0.1079
 5.00 47500. -0.3  2.0   0.0005
 5.00 50000. -0.3  2.0   0.7681
 5.00 50000. -0.3  2.0   0.0916
 5.00 50000. -0.3  2.0   0.0005
 0.00  3500. -0.2  2.0   0.7658
 0.00  3500. -0.2  2.0   0.9433
 0.00  3500. -0.2  2.0   0.0145
 0.50  3500. -0.2  2.0   0.7615
 0.50  3500. -0.2  2.0   0.9395
 0.50  3500. -0.2  2.0   0.0160
 1.00  3500. -0.2  2.0   0.7562
 1.00  3500. -0.2  2.0   0.9342
 1.00  3500. -0.2  2.0   0.0170
 1.50  3500. -0.2  2.0   0.7526
 1.50  3500. -0.2  2.0   0.9257
 1.50  3500. -0.2  2.0   0.0179
 2.00  3500. -0.2  2.0   0.7481
 2.00  3500. -0.2  2.0   0.9196
 2.00  3500. -0.2  2.0   0.0181
 2.50  3500. -0.2  2.0   0.7451
 2.50  3500. -0.2  2.0   0.9041
 2.50  3500. -0.2  2.0   0.0171
 3.00  3500. -0.2  2.0   0.7456
 3.00  3500. -0.2  2.0   0.8165
 3.00  3500. -0.2  2.0   0.0101
 3.50  3500. -0.2  2.0   0.7647
 3.50  3500. -0.2  2.0   0.6540
 3.50  3500. -0.2  2.0   0.0016
 4.00  3500. -0.2  2.0   0.7906
 4.00  3500. -0.2  2.0   0.5345
 4.00  3500. -0.2  2.0   0.0001
 4.50  3500. -0.2  2.0   0.8119
 4.50  3500. -0.2  2.0   0.4675
 4.50  3500. -0.2  2.0   0.0004
 5.00  3500. -0.2  2.0   0.8233
 5.00  3500. -0.2  2.0   0.4339
 5.00  3500. -0.2  2.0   0.0007
 0.00  3750. -0.2  2.0   0.7590
 0.00  3750. -0.2  2.0   0.8963
 0.00  3750. -0.2  2.0   0.0074
 0.50  3750. -0.2  2.0   0.7561
 0.50  3750. -0.2  2.0   0.9002
 0.50  3750. -0.2  2.0   0.0076
 1.00  3750. -0.2  2.0   0.7507
 1.00  3750. -0.2  2.0   0.9072
 1.00  3750. -0.2  2.0   0.0077
 1.50  3750. -0.2  2.0   0.7437
 1.50  3750. -0.2  2.0   0.9153
 1.50  3750. -0.2  2.0   0.0079
 2.00  3750. -0.2  2.0   0.7365
 2.00  3750. -0.2  2.0   0.9245
 2.00  3750. -0.2  2.0   0.0080
 2.50  3750. -0.2  2.0   0.7288
 2.50  3750. -0.2  2.0   0.9310
 2.50  3750. -0.2  2.0   0.0080
 3.00  3750. -0.2  2.0   0.7217
 3.00  3750. -0.2  2.0   0.9264
 3.00  3750. -0.2  2.0   0.0076
 3.50  3750. -0.2  2.0   0.7219
 3.50  3750. -0.2  2.0   0.8142
 3.50  3750. -0.2  2.0   0.0048
 4.00  3750. -0.2  2.0   0.7521
 4.00  3750. -0.2  2.0   0.6105
 4.00  3750. -0.2  2.0   0.0004
 4.50  3750. -0.2  2.0   0.7941
 4.50  3750. -0.2  2.0   0.4726
 4.50  3750. -0.2  2.0   0.0002
 5.00  3750. -0.2  2.0   0.8260
 5.00  3750. -0.2  2.0   0.4033
 5.00  3750. -0.2  2.0   0.0008
 0.00  4000. -0.2  2.0   0.7467
 0.00  4000. -0.2  2.0   0.8518
 0.00  4000. -0.2  2.0   0.0048
 0.50  4000. -0.2  2.0   0.7433
 0.50  4000. -0.2  2.0   0.8574
 0.50  4000. -0.2  2.0   0.0047
 1.00  4000. -0.2  2.0   0.7443
 1.00  4000. -0.2  2.0   0.8567
 1.00  4000. -0.2  2.0   0.0053
 1.50  4000. -0.2  2.0   0.7404
 1.50  4000. -0.2  2.0   0.8620
 1.50  4000. -0.2  2.0   0.0053
 2.00  4000. -0.2  2.0   0.7360
 2.00  4000. -0.2  2.0   0.8683
 2.00  4000. -0.2  2.0   0.0051
 2.50  4000. -0.2  2.0   0.7310
 2.50  4000. -0.2  2.0   0.8751
 2.50  4000. -0.2  2.0   0.0047
 3.00  4000. -0.2  2.0   0.7250
 3.00  4000. -0.2  2.0   0.8828
 3.00  4000. -0.2  2.0   0.0044
 3.50  4000. -0.2  2.0   0.7189
 3.50  4000. -0.2  2.0   0.8821
 3.50  4000. -0.2  2.0   0.0038
 4.00  4000. -0.2  2.0   0.7169
 4.00  4000. -0.2  2.0   0.7849
 4.00  4000. -0.2  2.0   0.0029
 4.50  4000. -0.2  2.0   0.7432
 4.50  4000. -0.2  2.0   0.5915
 4.50  4000. -0.2  2.0   0.0005
 5.00  4000. -0.2  2.0   0.7888
 5.00  4000. -0.2  2.0   0.4472
 5.00  4000. -0.2  2.0   0.0001
 0.00  4250. -0.2  2.0   0.7320
 0.00  4250. -0.2  2.0   0.8074
 0.00  4250. -0.2  2.0   0.0024
 0.50  4250. -0.2  2.0   0.7327
 0.50  4250. -0.2  2.0   0.8106
 0.50  4250. -0.2  2.0   0.0028
 1.00  4250. -0.2  2.0   0.7307
 1.00  4250. -0.2  2.0   0.8183
 1.00  4250. -0.2  2.0   0.0030
 1.50  4250. -0.2  2.0   0.7280
 1.50  4250. -0.2  2.0   0.8227
 1.50  4250. -0.2  2.0   0.0031
 2.00  4250. -0.2  2.0   0.7242
 2.00  4250. -0.2  2.0   0.8296
 2.00  4250. -0.2  2.0   0.0032
 2.50  4250. -0.2  2.0   0.7204
 2.50  4250. -0.2  2.0   0.8364
 2.50  4250. -0.2  2.0   0.0032
 3.00  4250. -0.2  2.0   0.7168
 3.00  4250. -0.2  2.0   0.8419
 3.00  4250. -0.2  2.0   0.0031
 3.50  4250. -0.2  2.0   0.7132
 3.50  4250. -0.2  2.0   0.8460
 3.50  4250. -0.2  2.0   0.0029
 4.00  4250. -0.2  2.0   0.7101
 4.00  4250. -0.2  2.0   0.8446
 4.00  4250. -0.2  2.0   0.0025
 4.50  4250. -0.2  2.0   0.7103
 4.50  4250. -0.2  2.0   0.7717
 4.50  4250. -0.2  2.0   0.0019
 5.00  4250. -0.2  2.0   0.7268
 5.00  4250. -0.2  2.0   0.6074
 5.00  4250. -0.2  2.0   0.0007
 0.00  4500. -0.2  2.0   0.7149
 0.00  4500. -0.2  2.0   0.7698
 0.00  4500. -0.2  2.0   0.0010
 0.50  4500. -0.2  2.0   0.7179
 0.50  4500. -0.2  2.0   0.7677
 0.50  4500. -0.2  2.0   0.0013
 1.00  4500. -0.2  2.0   0.7192
 1.00  4500. -0.2  2.0   0.7701
 1.00  4500. -0.2  2.0   0.0014
 1.50  4500. -0.2  2.0   0.7171
 1.50  4500. -0.2  2.0   0.7774
 1.50  4500. -0.2  2.0   0.0016
 2.00  4500. -0.2  2.0   0.7141
 2.00  4500. -0.2  2.0   0.7861
 2.00  4500. -0.2  2.0   0.0016
 2.50  4500. -0.2  2.0   0.7104
 2.50  4500. -0.2  2.0   0.7954
 2.50  4500. -0.2  2.0   0.0016
 3.00  4500. -0.2  2.0   0.7064
 3.00  4500. -0.2  2.0   0.8044
 3.00  4500. -0.2  2.0   0.0017
 3.50  4500. -0.2  2.0   0.7029
 3.50  4500. -0.2  2.0   0.8112
 3.50  4500. -0.2  2.0   0.0016
 4.00  4500. -0.2  2.0   0.7001
 4.00  4500. -0.2  2.0   0.8154
 4.00  4500. -0.2  2.0   0.0015
 4.50  4500. -0.2  2.0   0.6983
 4.50  4500. -0.2  2.0   0.8147
 4.50  4500. -0.2  2.0   0.0014
 5.00  4500. -0.2  2.0   0.7003
 5.00  4500. -0.2  2.0   0.7632
 5.00  4500. -0.2  2.0   0.0010
 0.00  4750. -0.2  2.0   0.7018
 0.00  4750. -0.2  2.0   0.7233
 0.00  4750. -0.2  2.0   0.0004
 0.50  4750. -0.2  2.0   0.7058
 0.50  4750. -0.2  2.0   0.7222
 0.50  4750. -0.2  2.0   0.0005
 1.00  4750. -0.2  2.0   0.7078
 1.00  4750. -0.2  2.0   0.7231
 1.00  4750. -0.2  2.0   0.0006
 1.50  4750. -0.2  2.0   0.7062
 1.50  4750. -0.2  2.0   0.7329
 1.50  4750. -0.2  2.0   0.0008
 2.00  4750. -0.2  2.0   0.7052
 2.00  4750. -0.2  2.0   0.7375
 2.00  4750. -0.2  2.0   0.0009
 2.50  4750. -0.2  2.0   0.7026
 2.50  4750. -0.2  2.0   0.7470
 2.50  4750. -0.2  2.0   0.0009
 3.00  4750. -0.2  2.0   0.6997
 3.00  4750. -0.2  2.0   0.7568
 3.00  4750. -0.2  2.0   0.0009
 3.50  4750. -0.2  2.0   0.6968
 3.50  4750. -0.2  2.0   0.7653
 3.50  4750. -0.2  2.0   0.0009
 4.00  4750. -0.2  2.0   0.6938
 4.00  4750. -0.2  2.0   0.7733
 4.00  4750. -0.2  2.0   0.0009
 4.50  4750. -0.2  2.0   0.6918
 4.50  4750. -0.2  2.0   0.7774
 4.50  4750. -0.2  2.0   0.0008
 5.00  4750. -0.2  2.0   0.6910
 5.00  4750. -0.2  2.0   0.7765
 5.00  4750. -0.2  2.0   0.0007
 0.00  5000. -0.2  2.0   0.6880
 0.00  5000. -0.2  2.0   0.6783
 0.00  5000. -0.2  2.0   0.0001
 0.50  5000. -0.2  2.0   0.6933
 0.50  5000. -0.2  2.0   0.6761
 0.50  5000. -0.2  2.0   0.0002
 1.00  5000. -0.2  2.0   0.6954
 1.00  5000. -0.2  2.0   0.6857
 1.00  5000. -0.2  2.0   0.0002
 1.50  5000. -0.2  2.0   0.6961
 1.50  5000. -0.2  2.0   0.6868
 1.50  5000. -0.2  2.0   0.0003
 2.00  5000. -0.2  2.0   0.6962
 2.00  5000. -0.2  2.0   0.6902
 2.00  5000. -0.2  2.0   0.0004
 2.50  5000. -0.2  2.0   0.6943
 2.50  5000. -0.2  2.0   0.6988
 2.50  5000. -0.2  2.0   0.0005
 3.00  5000. -0.2  2.0   0.6925
 3.00  5000. -0.2  2.0   0.7081
 3.00  5000. -0.2  2.0   0.0005
 3.50  5000. -0.2  2.0   0.6905
 3.50  5000. -0.2  2.0   0.7173
 3.50  5000. -0.2  2.0   0.0005
 4.00  5000. -0.2  2.0   0.6887
 4.00  5000. -0.2  2.0   0.7249
 4.00  5000. -0.2  2.0   0.0005
 4.50  5000. -0.2  2.0   0.6873
 4.50  5000. -0.2  2.0   0.7317
 4.50  5000. -0.2  2.0   0.0005
 5.00  5000. -0.2  2.0   0.6865
 5.00  5000. -0.2  2.0   0.7349
 5.00  5000. -0.2  2.0   0.0005
 0.00  5250. -0.2  2.0   0.6741
 0.00  5250. -0.2  2.0   0.6434
 0.00  5250. -0.2  2.0   0.0001
 0.50  5250. -0.2  2.0   0.6791
 0.50  5250. -0.2  2.0   0.6436
 0.50  5250. -0.2  2.0   0.0001
 1.00  5250. -0.2  2.0   0.6837
 1.00  5250. -0.2  2.0   0.6424
 1.00  5250. -0.2  2.0   0.0001
 1.50  5250. -0.2  2.0   0.6857
 1.50  5250. -0.2  2.0   0.6423
 1.50  5250. -0.2  2.0   0.0001
 2.00  5250. -0.2  2.0   0.6870
 2.00  5250. -0.2  2.0   0.6463
 2.00  5250. -0.2  2.0   0.0002
 2.50  5250. -0.2  2.0   0.6865
 2.50  5250. -0.2  2.0   0.6507
 2.50  5250. -0.2  2.0   0.0003
 3.00  5250. -0.2  2.0   0.6855
 3.00  5250. -0.2  2.0   0.6593
 3.00  5250. -0.2  2.0   0.0004
 3.50  5250. -0.2  2.0   0.6836
 3.50  5250. -0.2  2.0   0.6697
 3.50  5250. -0.2  2.0   0.0004
 4.00  5250. -0.2  2.0   0.6825
 4.00  5250. -0.2  2.0   0.6778
 4.00  5250. -0.2  2.0   0.0004
 4.50  5250. -0.2  2.0   0.6821
 4.50  5250. -0.2  2.0   0.6839
 4.50  5250. -0.2  2.0   0.0004
 5.00  5250. -0.2  2.0   0.6828
 5.00  5250. -0.2  2.0   0.6861
 5.00  5250. -0.2  2.0   0.0005
 0.00  5500. -0.2  2.0   0.6438
 0.00  5500. -0.2  2.0   0.7570
 0.00  5500. -0.2  2.0   0.0006
 0.50  5500. -0.2  2.0   0.6689
 0.50  5500. -0.2  2.0   0.5977
 0.50  5500. -0.2  2.0   0.0001
 1.00  5500. -0.2  2.0   0.6718
 1.00  5500. -0.2  2.0   0.5956
 1.00  5500. -0.2  2.0   0.0001
 1.50  5500. -0.2  2.0   0.6748
 1.50  5500. -0.2  2.0   0.5968
